ruta,Origen,origen_localidad,origen_pais,origen_provincia,origen_continente,origen_lat,origen_lon,Destino,destino_localidad,destino_pais,destino_provincia,destino_continente,destino_lat,destino_lon
Córdoba (Argentina) - Montevideo (Uruguay),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
Córdoba (Argentina) - Trelew (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
Corrientes (Argentina) - Córdoba (Argentina),Corrientes (Argentina),Corrientes,Argentina,Corrientes,América del Sur,-28.9956512,-57.812458,Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193
Ciudad de Buenos Aires (Argentina) - Boa Vista (Brasil),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Boa Vista (Brasil),Boa Vista,Brasil,,América del Sur,2.82,-60.671944
Rosario (Argentina) - San Salvador de Jujuy (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Río Gallegos (Argentina) - Trelew (Argentina),Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
Bahía Blanca (Argentina) - Río Gallegos (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804
Rosario (Argentina) - San Juan (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Córdoba (Argentina) - Santo Domingo (República Dominicana),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Santo Domingo (República Dominicana),Santo Domingo,República Dominicana,,América Central y Caribe,18.4801972,-69.942111
Córdoba (Argentina) - San Juan (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Mendoza (Argentina) - Resistencia (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Posadas (Argentina) - San Carlos de Bariloche (Argentina),Posadas (Argentina),Posadas,Argentina,Misiones,América del Sur,-27.3664824,-55.894295,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Córdoba (Argentina) - Santiago del Estero (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
San Carlos de Bariloche (Argentina) - São Paulo (Brasil),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Córdoba (Argentina) - Samana (República Dominicana),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Samana (República Dominicana),Samana,República Dominicana,,América Central y Caribe,19.2036865,-69.3389611
Ezeiza (Argentina) - João Pessoa (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,João Pessoa (Brasil),João Pessoa,Brasil,,América del Sur,-7.1215981,-34.882028
Ezeiza (Argentina) - Maceió (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Maceió (Brasil),Maceió,Brasil,,América del Sur,-9.6476843,-35.7339264
Rosario (Argentina) - Trelew (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
Bahía Blanca (Argentina) - San Carlos de Bariloche (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Resistencia (Argentina) - Rosario (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Resistencia (Argentina) - San Carlos de Bariloche (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Ezeiza (Argentina) - San Martín de los Andes (Argentina),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,San Martín de los Andes (Argentina),San Martín de los Andes,Argentina,Neuquén,América del Sur,-40.1568791,-71.3525588
San Carlos de Bariloche (Argentina) - Santa Rosa (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Bahía Blanca (Argentina) - Río Grande (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562
Paraná (Argentina) - San Carlos de Bariloche (Argentina),Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
San Carlos de Bariloche (Argentina) - Montevideo (Uruguay),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Montevideo (Uruguay),Montevideo,Uruguay,,América del Sur,-34.9058916,-56.1913095
San Carlos de Bariloche (Argentina) - San Salvador de Jujuy (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,San Salvador de Jujuy (Argentina),San Salvador de Jujuy,Argentina,Jujuy,América del Sur,-24.1852569,-65.2994789
Ezeiza (Argentina) - Angol (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Angol (Chile),Angol,Chile,,América del Sur,-37.798787,-72.7086097
Ezeiza (Argentina) - Iquique (Chile),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Iquique (Chile),Iquique,Chile,,América del Sur,-20.2140657,-70.1524646
Salta (Argentina) - Santiago del Estero (Argentina),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Bahía Blanca (Argentina) - Neuquén (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275
Rio Hondo (Argentina) - Salta (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Córdoba (Argentina) - Río Grande (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Río Grande (Argentina),Río Grande,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-53.7858275,-67.7018562
Neuquén (Argentina) - São Paulo (Brasil),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,São Paulo (Brasil),São Paulo,Brasil,,América del Sur,-23.5506507,-46.6333824
Malargue (Argentina) - San Rafael (Argentina),Malargue (Argentina),Malargue,Argentina,Mendoza,América del Sur,-35.4752134,-69.585934,San Rafael (Argentina),San Rafael,Argentina,Mendoza,América del Sur,-34.6126025,-68.330514
Bahía Blanca (Argentina) - Salta (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Córdoba (Argentina) - Arroyo Barril (República Dominicana),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Arroyo Barril (República Dominicana),Arroyo Barril,República Dominicana,,América Central y Caribe,19.2035655,-69.4436553
Neuquén (Argentina) - Rosario (Argentina),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024
Rosario (Argentina) - San Martín de los Andes (Argentina),Rosario (Argentina),Rosario,Argentina,Santa Fe,América del Sur,-32.9593609,-60.6617024,San Martín de los Andes (Argentina),San Martín de los Andes,Argentina,Neuquén,América del Sur,-40.1568791,-71.3525588
San Carlos de Bariloche (Argentina) - Santiago del Estero (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Rio Hondo (Argentina) - San Carlos de Bariloche (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Ezeiza (Argentina) - Curitiba (Brasil),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Curitiba (Brasil),Curitiba,Brasil,,América del Sur,-25.4295963,-49.2712724
San Carlos de Bariloche (Argentina) - San Luis (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Rio Hondo (Argentina) - Santiago del Estero (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,Santiago del Estero (Argentina),Santiago del Estero,Argentina,Santiago del Estero,América del Sur,-27.6431016,-63.5408542
Ciudad de Buenos Aires (Argentina) - Ciudad del Este (Paraguay),Ciudad de Buenos Aires (Argentina),Ciudad de Buenos Aires,Argentina,Ciudad Autónoma de Buenos Aires,América del Sur,-34.6083696,-58.4440583,Ciudad del Este (Paraguay),Ciudad del Este,Paraguay,,América del Sur,-25.5169015,-54.6168645
Rio Hondo (Argentina) - San Luis (Argentina),Rio Hondo (Argentina),Rio Hondo,Argentina,Santiago del Estero,América del Sur,-27.8162017,-64.2980404,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Ezeiza (Argentina) - Pisco (Perú),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Pisco (Perú),Pisco,Perú,,América del Sur,-13.7099813,-76.2029793
Salta (Argentina) - San Carlos de Bariloche (Argentina),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
Mar del Plata (Argentina) - Ushuaia (Argentina),Mar del Plata (Argentina),Mar del Plata,Argentina,Buenos Aires,América del Sur,-37.9976168,-57.5482079,Ushuaia (Argentina),Ushuaia,Argentina,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",América del Sur,-54.807306,-68.3084133
Comodoro Rivadavia (Argentina) - Mendoza (Argentina),Comodoro Rivadavia (Argentina),Comodoro Rivadavia,Argentina,Chubut,América del Sur,-45.8632024,-67.4752615,Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868
Ezeiza (Argentina) - Chicago (Estados Unidos),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Chicago (Estados Unidos),Chicago,Estados Unidos,,América del Norte,41.8755616,-87.6244212
San Miguel de Tucumán (Argentina) - Lima (Perú),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Lima (Perú),Lima,Perú,,América del Sur,-12.0621065,-77.0365256
Córdoba (Argentina) - Porto Alegre (Brasil),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Porto Alegre (Brasil),Porto Alegre,Brasil,,América del Sur,-30.0324999,-51.2303767
San Carlos de Bariloche (Argentina) - San Miguel de Tucumán (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Córdoba (Argentina) - Paraná (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568
El Calafate (Argentina) - Trelew (Argentina),El Calafate (Argentina),El Calafate,Argentina,Santa Cruz,América del Sur,-50.3387375,-72.2737216,Trelew (Argentina),Trelew,Argentina,Chubut,América del Sur,-43.2531242,-65.3094407
San Carlos de Bariloche (Argentina) - San Juan (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Salta (Argentina) - San Juan (Argentina),Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964,San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222
Mendoza (Argentina) - Santa Rosa (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Paraná (Argentina) - Resistencia (Argentina),Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568,Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003
Puerto Iguazú (Argentina) - San Miguel de Tucumán (Argentina),Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199,San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133
Resistencia (Argentina) - Salta (Argentina),Resistencia (Argentina),Resistencia,Argentina,Chaco,América del Sur,-27.6048829,-59.1932003,Salta (Argentina),Salta,Argentina,Salta,América del Sur,-25.1076701,-64.3494964
Córdoba (Argentina) - La Romana (República Dominicana),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,La Romana (República Dominicana),La Romana,República Dominicana,,América Central y Caribe,18.4230137,-68.9661104
San Carlos de Bariloche (Argentina) - San Fernando del Valle de Catamarca (Argentina),San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474,San Fernando del Valle de Catamarca (Argentina),San Fernando del Valle de Catamarca,Argentina,Catamarca,América del Sur,-28.4688806,-65.7790642
Córdoba (Argentina) - Formosa (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Formosa (Argentina),Formosa,Argentina,Formosa,América del Sur,-24.5955306,-60.4289718
Ezeiza (Argentina) - Holguin (Cuba),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Holguin (Cuba),Holguin,Cuba,,América Central y Caribe,20.8869704,-76.2591995
San Miguel de Tucumán (Argentina) - Santiago (Chile),San Miguel de Tucumán (Argentina),San Miguel de Tucumán,Argentina,Tucumán,América del Sur,-26.8303703,-65.2038133,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
La Rioja (Argentina) - San Carlos de Bariloche (Argentina),La Rioja (Argentina),La Rioja,Argentina,La Rioja,América del Sur,-29.9729781,-67.0487944,San Carlos de Bariloche (Argentina),San Carlos de Bariloche,Argentina,Río Negro,América del Sur,-41.1334781,-71.3101474
San Juan (Argentina) - Santiago (Chile),San Juan (Argentina),San Juan,Argentina,San Juan,América del Sur,-30.7054363,-69.1988222,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Neuquén (Argentina) - Santiago (Chile),Neuquén (Argentina),Neuquén,Argentina,Neuquén,América del Sur,-38.3695057,-69.832275,Santiago (Chile),Santiago,Chile,,América del Sur,-33.4377756,-70.6504502
Bahía Blanca (Argentina) - Córdoba (Argentina),Bahía Blanca (Argentina),Bahía Blanca,Argentina,Buenos Aires,América del Sur,-38.7176522,-62.2654871,Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193
Ezeiza (Argentina) - Guayaquil (Ecuador),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Guayaquil (Ecuador),Guayaquil,Ecuador,,América del Sur,-2.2895167,-80.0983887
Puerto Madryn (Argentina) - Santa Rosa (Argentina),Puerto Madryn (Argentina),Puerto Madryn,Argentina,Chubut,América del Sur,-42.7673414,-65.0365942,Santa Rosa (Argentina),Santa Rosa,Argentina,La Pampa,América del Sur,-36.6203503,-64.2905765
Paraná (Argentina) - San Luis (Argentina),Paraná (Argentina),Paraná,Argentina,Entre Ríos,América del Sur,-27.4662517,-56.7202568,San Luis (Argentina),San Luis,Argentina,San Luis,América del Sur,-33.2762202,-65.9515546
Mendoza (Argentina) - Puerto Iguazú (Argentina),Mendoza (Argentina),Mendoza,Argentina,Mendoza,América del Sur,-34.787093,-68.4381868,Puerto Iguazú (Argentina),Puerto Iguazú,Argentina,Misiones,América del Sur,-25.6107508,-54.5764199
Córdoba (Argentina) - Río Gallegos (Argentina),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,Río Gallegos (Argentina),Río Gallegos,Argentina,Santa Cruz,América del Sur,-51.6268852,-69.105804
Córdoba (Argentina) - México DF (México),Córdoba (Argentina),Córdoba,Argentina,Córdoba,América del Sur,-31.4166867,-64.1834193,México DF (México),México DF,México,,América del Norte,19.512204,-98.8743676
Ezeiza (Argentina) - Puerto Plata (República Dominicana),Ezeiza (Argentina),Ezeiza,Argentina,Buenos Aires,América del Sur,-34.8168141,-58.5474234,Puerto Plata (República Dominicana),Puerto Plata,República Dominicana,,América Central y Caribe,19.7225234,-70.7208338
